渠道代号,日均UV,平均注册率,平均搜索量,访问深度,平均停留时间,订单转化率,素材类型_gif,素材类型_jpg,素材类型_sp,素材类型_swf,广告类型_banner,广告类型_tips,广告类型_不确定,广告类型_暂停,广告类型_横幅,合作方式_cpc,合作方式_cpd,合作方式_cpm,合作方式_roi,广告尺寸_140*40,广告尺寸_308*388,广告尺寸_390*270,广告尺寸_450*300,广告尺寸_480*360,广告尺寸_600*90,广告尺寸_900*120,广告尺寸_960*126,广告卖点_打折,广告卖点_满减,广告卖点_满赠,广告卖点_满返,广告卖点_直降,广告卖点_秒杀
A340,0.0001,0.0,0.0,0.0001,0.0,0.2414,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A341,0.0538,0.0026,0.0023,0.0059,0.0005,0.4138,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A342,0.0611,0.0,0.0019,0.0047,0.0005,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A343,0.0448,0.0,0.0015,0.0052,0.0005,0.5172,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A344,0.0264,0.0,0.0015,0.0058,0.0005,0.6552,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A345,0.0234,0.0051,0.0041,0.006,0.0018,0.2759,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A346,0.0541,0.0,0.0029,0.006,0.0009,0.7931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A347,0.0001,0.0,0.0,0.0,0.0,0.8621,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A348,0.0581,0.0026,0.0025,0.0045,0.0005,0.3793,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A349,0.0557,0.0128,0.0038,0.0063,0.0018,0.4138,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A35,0.0,0.0,0.0,0.0386,0.0,0.8276,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A350,0.0449,0.0,0.0015,0.0051,0.0005,0.3448,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A351,0.0133,0.0026,0.0014,0.0059,0.0009,0.6207,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A352,0.0103,0.0026,0.001,0.0055,0.0005,0.6897,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A353,0.0245,0.0077,0.0008,0.0054,0.0005,0.5517,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A354,0.0157,0.0026,0.0006,0.0057,0.0005,0.8621,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A355,0.1163,0.0051,0.005,0.0038,0.0018,0.6207,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A356,0.0,0.0,0.0122,0.0003,0.0,0.3793,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A357,0.0267,0.0,0.0023,0.0067,0.0005,0.8276,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A358,0.0137,0.0,0.0025,0.005,0.0005,0.7241,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A359,0.0178,0.0,0.0026,0.0045,0.0,0.7241,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A360,0.0177,0.0,0.0025,0.0064,0.0005,0.3103,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A361,0.0331,0.0,0.0017,0.0049,0.0005,0.7931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A362,0.0047,0.0,0.001,0.0057,0.0005,0.8621,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A363,0.0229,0.0,0.0012,0.0045,0.0005,0.8966,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A364,0.0347,0.0026,0.0011,0.0055,0.0005,0.7241,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A365,0.0585,0.0026,0.001,0.0054,0.0009,0.3448,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A366,0.0666,0.0026,0.0004,0.0057,0.0005,0.6207,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A367,0.0035,0.0026,0.001,0.0032,0.0005,0.4483,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A368,0.0156,0.0,0.0012,0.0045,0.0,0.9655,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A369,0.0418,0.0051,0.0003,0.0061,0.0009,0.4138,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A370,0.0349,0.0,0.0012,0.0061,0.0005,0.6552,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A371,0.0394,0.0026,0.001,0.0062,0.0005,0.3448,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A372,0.0061,0.0,0.0008,0.0063,0.0005,0.6552,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A373,0.0102,0.0026,0.0007,0.0059,0.0005,0.6552,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A374,0.04,0.0,0.0027,0.005,0.0009,0.3103,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A375,0.0194,0.0,0.004,0.0066,0.0009,0.2414,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A376,0.0293,0.0,0.0024,0.0067,0.0005,0.3448,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A377,0.0,0.0,0.0,0.0,0.0,0.6552,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A378,0.0089,0.0,0.0024,0.0055,0.0005,0.7241,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A379,0.0128,0.0563,0.0206,0.0103,0.0106,0.2759,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A380,0.0152,0.0153,0.0049,0.007,0.0023,0.3448,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A381,0.0106,0.0,0.0017,0.0045,0.0009,0.4828,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A382,0.0117,0.0,0.0014,0.0043,0.0005,0.7586,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A4,0.047,0.0102,0.0026,0.0038,0.0023,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A45,0.009,0.0665,0.0039,0.0049,0.0055,0.3793,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A46,0.0023,0.0077,0.0032,0.003,0.0028,0.5862,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A47,0.0022,0.0051,0.0039,0.0034,0.0009,0.931,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A48,0.0004,0.0,0.007,0.0121,0.0134,0.7931,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A5,0.0442,0.0102,0.0026,0.0047,0.0032,0.931,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A550,0.0001,0.1279,0.0241,0.0174,0.0055,0.4828,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A551,0.0,0.0,0.0,0.0553,0.1224,0.5172,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A552,0.0,0.3197,0.0,0.0603,0.6508,0.3448,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A59,0.0,0.0,0.0937,0.0125,0.0,0.5172,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A6,0.042,0.0128,0.0012,0.0029,0.0023,0.9655,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A60,0.0,0.0,0.1465,0.0123,0.0,0.5172,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A61,0.0001,0.0,0.1173,0.0066,0.0079,0.069,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A62,0.0,0.0,0.0797,0.0148,0.0,0.8621,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A63,0.0029,0.0307,0.0041,0.0055,0.0028,0.8621,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A64,0.0025,0.0128,0.0033,0.0054,0.0018,0.7931,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A65,0.0031,0.0102,0.0041,0.006,0.0037,0.6897,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A66,0.002,0.0716,0.0067,0.0088,0.0129,0.8276,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A67,0.0009,0.0691,0.0035,0.0038,0.0009,0.069,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A68,0.0026,0.0077,0.0042,0.0048,0.0014,0.7931,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A685,0.0482,0.046,0.0046,0.0065,0.0018,0.5517,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A689,0.0011,0.0,0.0754,0.0088,0.0009,0.3448,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A69,0.0046,0.023,0.0036,0.0085,0.0129,0.8966,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A690,0.0027,0.0026,0.0734,0.0087,0.006,0.9655,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A691,0.0003,0.0281,0.0961,0.0096,0.0065,0.5517,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A692,0.0029,0.0153,0.104,0.008,0.0023,0.3448,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A693,0.0008,0.0793,0.0973,0.0089,0.012,0.7586,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A694,0.0449,0.1151,0.0971,0.0175,0.0231,0.1724,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A695,0.0,0.0,0.7524,0.0151,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A696,0.0,0.0,0.9059,0.0162,0.0,0.3448,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A697,0.0012,0.0,0.0783,0.0068,0.0005,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A698,0.0035,0.0077,0.0731,0.0082,0.0042,0.8276,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A699,0.0012,0.023,0.0841,0.007,0.0005,0.8966,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A7,0.0001,0.133,0.3887,0.0182,0.0249,0.4138,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A70,0.0043,0.0307,0.0029,0.0099,0.0032,0.4138,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A700,0.0044,0.0256,0.0822,0.0102,0.0037,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A701,0.0031,0.0205,0.0525,0.0079,0.012,0.931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A702,0.0017,0.0102,0.0751,0.0081,0.0032,0.4138,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A703,0.0001,0.0,0.184,0.0353,0.1007,0.4483,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A704,0.0001,0.0,0.5833,0.0251,0.0406,0.4483,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A705,0.0001,0.0,0.5826,0.0219,0.0245,0.5517,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A706,0.0,0.2327,0.6662,0.0169,0.0,0.2759,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A707,0.0001,0.0,0.6177,0.0169,0.0259,0.6897,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A708,0.0001,0.3197,0.5545,0.0301,0.0614,0.8621,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A709,0.0032,0.0179,0.026,0.0017,0.0009,0.4483,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A71,0.0015,0.0409,0.0039,0.0075,0.0028,0.5517,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A710,0.0094,0.0128,0.0243,0.0013,0.0014,0.9655,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A711,0.0032,0.0179,0.0239,0.0028,0.0018,0.8621,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A712,0.0045,0.0409,0.0494,0.0082,0.0046,0.4828,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A713,0.016,0.0077,0.0252,0.0016,0.0009,0.5172,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A714,0.0146,0.0026,0.0279,0.0015,0.0023,0.5172,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A715,0.0039,0.0,0.0311,0.0016,0.0014,0.0345,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A72,0.0006,0.2046,0.0044,0.0093,0.0088,0.4828,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A722,0.0,0.0,0.0,0.034,0.3349,0.1379,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A723,0.0,0.0,0.0214,0.0861,1.0,0.1379,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A724,0.0002,0.0844,0.3586,0.0306,0.037,0.931,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A73,0.0009,0.023,0.0013,0.0054,0.0037,0.5172,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A74,0.0024,0.0153,0.004,0.0059,0.0023,0.5172,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A75,0.0003,0.2251,0.0056,0.0122,0.0115,0.8276,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A765,0.0013,0.0,0.0,0.0102,0.0,0.2414,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A766,0.0048,0.0,0.0,0.0105,0.0,0.9655,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A767,0.0664,0.1893,0.0845,0.0172,0.0522,0.4828,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A768,0.0002,0.1611,0.8391,0.0319,0.0573,0.0345,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A769,0.0019,0.0,0.0,0.0109,0.0,0.8966,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A770,0.0155,0.0,0.0,0.0118,0.0,0.2759,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A771,0.0178,0.0,0.0,0.0106,0.0,0.2759,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A772,0.0095,0.0,0.0,0.0125,0.0,0.4483,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A773,0.0208,0.0,0.0,0.0104,0.0,0.4828,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A774,0.0078,0.0,0.0,0.0112,0.0,0.1034,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A775,0.0346,0.0,0.0,0.0104,0.0,0.5172,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A776,0.0283,0.0,0.0,0.0131,0.0,0.9655,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A777,0.0076,0.0,0.0,0.0122,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A778,0.0128,0.0,0.0007,0.0121,0.0,0.5172,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A779,0.0317,0.0,0.0016,0.0151,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A780,0.0221,0.0,0.0007,0.0115,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A781,0.0026,0.0,0.0,0.0102,0.0,0.3793,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A782,0.0046,0.0,0.0,0.0105,0.0,0.7931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A783,0.0255,0.0,0.0,0.0118,0.0005,0.2069,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A784,0.0153,0.0,0.0,0.0104,0.0,0.4828,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A785,0.0112,0.0026,0.0,0.0115,0.0005,0.7931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A786,0.037,0.0,0.0,0.0105,0.0,0.8966,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A787,0.029,0.0,0.0001,0.0119,0.0,0.6897,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A788,0.0061,0.0026,0.0,0.0109,0.0009,0.6552,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A789,0.0227,0.0,0.0015,0.0144,0.0,0.1034,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A790,0.0225,0.0,0.0017,0.0145,0.0,0.7241,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A791,0.0567,0.0,0.0026,0.0041,0.0,0.8621,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A792,0.0461,0.0026,0.001,0.0074,0.0,0.3793,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A793,0.0005,0.179,0.6534,0.0208,0.0323,0.4138,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A794,0.0001,0.4808,0.0844,0.0304,0.085,0.4483,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A795,0.0,0.6266,0.4497,0.0304,0.0725,0.4483,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A796,0.0108,0.0,0.0,0.0106,0.0,0.1724,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A797,0.0185,0.0,0.0,0.0117,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A798,0.006,0.0,0.0,0.0114,0.0005,0.6552,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A799,0.017,0.0,0.0,0.01,0.0005,0.2759,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A8,0.0,0.2941,0.399,0.0126,0.0,0.0345,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A800,0.0349,0.0,0.0,0.0115,0.0,0.4138,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A801,0.0208,0.0,0.0,0.0114,0.0,0.3103,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A802,0.0146,0.0,0.0012,0.0121,0.0009,0.4828,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A803,0.0036,0.0,0.0,0.0119,0.0,0.069,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A804,0.0049,0.0,0.0,0.0105,0.0,0.6207,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A805,0.0049,0.0,0.0,0.0109,0.0,0.3448,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A806,0.0185,0.0,0.0014,0.0108,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A807,0.0197,0.0,0.0016,0.0146,0.0,0.7586,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A808,0.0211,0.0,0.0004,0.0111,0.0,0.0345,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A809,0.0229,0.0,0.0,0.0122,0.0,0.1034,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A810,0.0282,0.0,0.0006,0.0102,0.0,0.8621,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A811,0.0126,0.0,0.0,0.0111,0.0,0.8621,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A812,0.0221,0.0,0.001,0.0153,0.0,0.931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A813,0.087,0.0,0.0025,0.0058,0.0,0.7931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A814,0.0239,0.0,0.0004,0.013,0.0,0.8276,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A815,0.0283,0.0,0.0,0.0108,0.0,0.931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A816,0.0857,0.0,0.0,0.0111,0.0,0.7931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A817,0.0156,0.0,0.0,0.0172,0.0,0.8621,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A818,0.0241,0.0026,0.0005,0.0197,0.0005,0.931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A819,0.0153,0.0,0.0003,0.0161,0.0,0.6897,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A820,0.0027,0.0,0.0003,0.0118,0.0,0.3103,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
